ctv3_code,icd10_code,phecode
X30Mp,N13.4,586.4
X30Mr,N28.9,586
X30Ms,N28.8,586
X30Mt,N28.8,586
X30N3,N13.5,586.4
X30N7,S37.1,1008
X30NC,N28.8,586
X30NT,N32.9,596
X30NV,N30.9,592.1
X30NX,N30.2,592.12
X30NY,N30.9,592.1
X30NZ,N30.0,592.11
X30Na,N30.9,592.1
X30Nb,N30.2,592.12
X30Nd,N30.4,990
X30Ne,N30.4,990
X30Nf,N30.8,592.1
X30Ni,N31.9,596.5
X30Nj,N31.9,596.5
X30Nk,N32.8,596
X30Nl,N31.1,596.5
X30Nm,N31.9,596.5
X30Nq,N32.8,596
X30Nt,N31.9,596.5
X30Nx,N32.0,596.1
X30Nz,N40,600
X30O0,N40,600
X30O2,N35.9,597.1
X30O4,R33,599.2
X30O5,R33,599.2
X30O6,R33,599.2
X30O7,R33,599.2
X30O8,R33,599.2
X30OA,N31.8,596.5
X30OD,N31.9,596.5
X30OH,N39.4,599.4
X30OI,N39.4,599.4
X30OJ,N39.4,599.4
X30OL,N39.3,599.4
X30OL,N39.3,624.9
X30ON,N39.4,599.4
X30OP,F98.0,313
X30OT,N50.8,608
X30OX,N32.2,596
X30Oc,S37.2,1008
X30Of,N94.8,625
X30Oh,N42.9,602
X30Ou,N36.9,599
X30Ov,N36.8,597
X30Ox,N34.2,592.2
X30Oy,N34.2,592.2
X30Oz,A54.0,090.2
X30P0,A56.0,090.3
X30PC,N34.3,592.21
X30PF,N36.2,597
X30PJ,S37.3,1008
X30PX,N39.0,591
X30Pa,N30.9,592.1
X30Pe,N39.0,591
X30Pl,N20.9,594
X30Pm,N20.9,594
X30Pn,N20.0,594.1
X30Po,N20.0,594.1
X30Pp,N20.0,594.1
X30Pq,N20.0,594.1
X30Pr,N20.0,594.1
X30Pv,N39.9,599
X30Pw,R31,593
X30Px,M54.5,760
X30Q0,R31,593
X30Q1,R80,269
X30Q2,R80,269
X30Q6,R82.7,598.9
X30Q7,T81.2,1015
X30QG,T83.9,857
X30QK,T83.0,857
X30QM,T83.8,857
X30QN,T83.3,857
X4005,N48.1,601.4
X4006,M02.3,711.2
X4007,N48.1,601.4
X4008,N48.1,601.4
X400B,N48.1,601.4
X400E,N50.8,608
X400F,N48.4,605
X400G,N48.4,605
X400H,N48.4,605
X400I,F52.2,302
X400I,F52.2,605
X400J,N48.3,604
X400K,N48.8,604
X400L,N48.8,604
X400T,N50.9,608
X400U,N50.8,608
X400W,N45.9,603
X400Y,N45.9,603
X400b,N45.9,603
X400d,N49.8,601.8
X400i,N50.8,608
X400k,N43.3,603.1
X400l,N50.1,608
X400n,N50.1,608
X400q,D40.1,187.8
X400s,N50.9,608
X400v,N49.2,601.8
X400w,N49.8,601.8
X400x,L72.1,706.2
X400x,L72.1,704
X400y,N50.8,608
X4010,N50.9,608
X4013,N49.1,601.8
X4014,N49.1,601.8
X4016,N46,609.1
X4017,N46,609.1
X401F,E29.1,257.1
X401I,E23.0,253.2
X401K,N46,609.1
X401Z,E29.1,257.1
X401h,R86.9,609.2
X401k,N48.4,605
X401t,F52.3,302
X402I,N90.8,619.5
X406H,N73.0,614.31
X406P,N73.8,614
X406Q,A54.8,090.2
X406T,N73.1,614.32
X406W,R19.0,579
X406g,N83.9,619.1
X406i,N83.8,619.1
X406j,N83.2,628
X406k,N83.2,628
X406n,E28.2,256.4
X406s,N83.8,619.1
X406t,N83.8,619.1
X406x,D28.2,221
X406z,D28.2,221
X4072,R10.2,785
X4073,N85.9,619.2
X4074,N71.9,614.4
X4078,N84.0,622.1
X4079,N85.0,621
X407G,S37.6,1008
X407I,T83.8,857
X407J,T83.3,857
X407K,N88.9,619.3
X407L,N72,614.51
X407O,A54.0,090.2
X407P,A56.0,090.3
X407Q,N72,614.51
X407S,N72,614.51
X407U,N88.8,619.3
X407V,N88.8,619.3
X407Y,N84.1,622.2
X407Z,N84.1,622.2
X407a,N84.1,622.2
X407d,N88.1,617
X407f,N76.0,614.52
X407g,N76.0,614.52
X407h,N76.0,614.52
X407i,N76.1,614.52
X407l,N76.1,614.52
X407m,N76.0,614.52
X407o,N76.0,614.52
X407u,N89.5,619.4
X407v,N89.6,619.4
X407x,N89.8,619.4
X407y,N89.8,619.4
X407z,N89.8,619.4
X4080,N76.0,614.52
X4082,N90.9,619.5
X4083,N76.2,614.52
X4084,N76.2,614.52
X408C,A63.0,078
X408D,A63.0,078
X408E,N90.8,619.5
X408F,L43.9,695.7
X408H,N36.3,597
X408H,N36.3,618.1
X408I,N81.8,618
X408J,N81.1,618.1
X408K,N81.4,618.2
X408N,N80.3,615
X408O,N80.0,615
X408R,N80.1,615
X408W,N91.1,626.11
X408a,N91.1,626.11
X408b,N95.1,627.2
X408c,N95.8,627
X408f,N89.7,626.1
X408i,N93.8,626.1
X408j,N92.0,626.12
X408k,N92.3,626.14
X408l,N92.1,626.14
X408m,N92.3,626.14
X408n,N93.0,625
X408p,N93.8,626.1
X408q,N92.3,626.14
X408r,N93.8,626.1
X408s,N94.6,626.2
X408t,N94.4,626.2
X408u,N94.5,626.2
X408w,E28.3,627.5
X408x,E28.3,627.5
X4093,N97.9,626.8
X4094,N97.9,626.8
X4095,N97.8,626.8
X4097,N97.8,626.8
X4098,N83.2,628
X4099,N97.1,626.8
X409B,N97.4,626.8
X409C,N97.9,626.8
X409D,O26.9,646
X40A4,O99.8,646
X40A7,P03.8,658
X40A9,O34.8,654.1
X40AA,O34.8,654.1
X40AB,O34.8,654.1
X40AD,O34.8,654.1
X40AT,O34.0,619.2
X40B5,O01.1,634.1
X40BB,O00.1,634.3
X40BC,O03.5,634
X40BD,O03.9,634
X40BE,O02.1,634.1
X40Bb,O42.9,653
X40Bx,O13,642
X40By,O14.9,642.1
X40Bz,R68.8,1005
X40C0,O12.1,646
X40C2,O15.1,642.1
X40C5,O12.0,646
X40C7,O21.9,643
X40C9,O22.1,671
X40CC,O26.1,646
X40CE,P95,656
X40CG,O36.5,634
X40CI,O72.0,635.3
X40CJ,O72.0,635.3
X40CT,O36.0,654.2
X40Ck,O69.5,663
X40Cl,O80.9,650
X40Cq,O84.9,651
X40Cq,O84.9,634
X40Cv,O75.8,669
X40D4,O62.2,661
X40D7,O63.9,661
X40DC,O66.9,652
X40DD,O62.0,661
X40DH,O67.9,635.2
X40DJ,O71.6,665
X40DO,O71.7,665
X40DQ,S31.4,870.8
X40DT,S31.4,870.8
X40DZ,O86.0,674
X40Da,O71.7,665
X40Df,O22.0,671
X40Di,O86.4,654
X40Ds,O92.2,676
X40E4,P95,656
X40E5,P95,656
X40FN,N60.1,610.1
X40FP,N61,613.1
X40FR,N61,613.1
X40FS,N61,613.1
X40FT,N61,613.1
X40FU,N61,613.1
X40FV,O91.2,647
X40FW,N61,613.1
X40FZ,N61,613.1
X40Ff,N62,612.2
X40Fh,N62,612.2
X40Fi,N64.4,613.5
X40Fj,N64.4,613.5
X40Fk,N64.4,613.5
X40Fl,N64.4,613.5
X40Fn,O92.7,676
X40Fs,N64.9,613.9
X40Ft,O91.0,647
X40Fu,N61,613.1
X40Fx,L30.9,939
X40G3,D24,610.4
X40G4,Q83.9,612.3
X40G7,T85.4,859
X40G8,T85.7,081
X40G9,T85.4,859
X40GA,T85.4,859
X40GC,T85.4,859
X40GD,T85.4,859
X40Gd,E34.8,259
X40Ge,E04.0,240
X40Gf,E04.0,240
X40Gg,E04.1,241.1
X40Gh,E04.9,240
X40Gi,E04.9,240
X40Gj,E05.0,242.1
X40Gk,E05.0,242.1
X40Gl,E06.3,245.21
X40Go,E05.2,242.2
X40Gq,E05.2,242.2
X40Gs,E05.8,253.1
X40Gt,E05.8,253.1
X40Gu,E07.8,246
X40Gz,E05.9,242
X40H0,E05.9,242
X40H2,E05.9,242
X40H4,E05.8,253.1
X40HD,E01.2,240
X40HE,E03.8,244.2
X40HF,E03.8,244.2
X40HH,E03.8,244.2
X40HI,E03.8,244.2
X40HJ,E07.8,246
X40HK,E07.8,246
X40HL,E03.2,244.1
X40HM,E89.0,244.1
X40HN,E03.2,244.1
X40HO,E03.2,244.1
X40HR,E06.0,245.1
X40HS,E06.1,245.1
X40HW,E06.3,245.21
X40HZ,E06.3,245.21
X40Hc,E06.5,245.2
X40Hd,E06.2,245.2
X40Hi,E07.8,246
X40Hr,E07.8,246
X40I0,E04.9,240
X40I1,E03.4,246
X40IB,E02,244.2
X40IG,E04.2,241.2
X40IJ,E04.9,240
X40IQ,E03.9,244.4
X40Ix,E34.8,259
X40J0,D37.7,158
X40J1,E16.8,251
X40J2,R73.9,250.42
X40J3,R73.9,250.42
X40J4,E10.9,250.1
X40J5,E11.9,250.2
X40J6,E11.9,250.2
X40J7,E12.9,249
X40JA,E13.9,250.2
X40JB,E13.9,250.2
X40JE,E88.8,277.5
X40JE,E88.8,277
X40JF,P70.2,656.3
X40JI,E13.9,250.2
X40JJ,E11.9,250.2
X40JK,E31.0,259
X40Jb,E14.9,250.2
X40Jc,R73.9,250.42
X40Je,R73.9,250.42
X40Jh,R73.0,250.41
X40Ji,O99.2,649
X40Jl,O99.8,646
X40Jn,E16.2,251.1
X40Jp,E16.8,251
X40Jq,E16.2,251.1
X40Jr,E16.2,251.1
X40Jt,E16.1,251.1
X40Ju,E16.1,251.1
X40Jw,E16.2,251.1
X40Jx,E16.1,251.1
X40Jz,E16.1,251.1
X40K1,E16.2,251.1
X40K3,E16.0,251.1
X40KF,E16.8,251
X40KJ,E21.0,252.1
X40KK,E21.0,252.1
X40KN,E21.2,252.1
X40KY,E22.1,253.1
X40KZ,E22.1,253.1
X40Ki,E05.8,253.1
X40Kt,E23.0,253.2
X40Ku,E23.0,253.2
X40Kx,E23.0,253.2
X40Ky,E23.0,253.2
X40L4,E23.0,253.2
X40L8,E23.0,253.2
X40LD,E23.2,253.3
X40LF,E23.1,258
X40LG,E23.0,253.2
X40LK,E23.6,253
X40LM,E23.6,253
X40La,E23.6,253
X40Lb,E23.6,253
X40Ld,E23.6,253
X40Li,R93.0,346.1
X40Lk,E23.3,253
X40MB,E24.0,255.11
X40MD,E24.8,255.11
X40MJ,D35.0,227.1
X40MM,E27.0,255.1
X40MO,E25.9,255.3
X40MT,E25.0,255.3
X40MU,E25.0,255.3
X40Mb,E27.4,255.21
X40Mc,E27.4,255.21
X40Md,E27.2,255.21
X40Mf,E27.1,255.21
X40Mk,E27.3,255.21
X40My,E27.8,255
X40N6,E27.8,255
X40N7,E27.8,255
X40N9,E27.4,255.21
X40ND,E28.9,256
X40NH,E28.3,627.5
X40NJ,E28.3,627.5
X40NN,E28.3,627.5
X40NO,E28.2,256.4
X40Nv,E29.1,257.1
X40O7,E30.0,259.3
X40OI,E05.0,242.1
X40OP,E03.9,244.4
X40OZ,D44.8,199
X40Oi,E34.8,259
X40Op,E34.4,253.11
X40P5,E87.8,276.1
X40P8,E87.1,276.12
X40P9,E87.1,276.12
X40PB,E87.1,276.12
X40PC,E87.0,276.11
X40PD,E87.8,276.1
X40PF,E87.2,276.41
X40PG,E87.5,276.13
X40PH,E87.5,276.13
X40PM,E87.6,276.14
X40PQ,E79.0,790.6
X40PT,E87.2,276.41
X40Pg,E87.2,276.41
X40Pk,E85.9,270.33
X40Q7,E85.4,270.33
X40QN,E85.8,270.33
X40QT,E83.5,275.5
X40QU,E83.5,275.5
X40QV,E83.5,275.5
X40QW,E83.5,275.5
X40QZ,E83.5,275.5
X40Qa,E83.5,275.5
X40Qc,E83.5,275.5
X40Qd,E83.5,275.5
X40Qe,E83.5,275.5
X40Qn,E55.0,261.41
X40Qq,E83.3,275.53
X40R1,I70.9,440
X40R2,M25.8,741
X40R2,M25.8,716.9
X40R3,E83.5,275.5
X40R4,M61.5,728.1
X40R5,M65.8,727.1
X40R7,L94.2,689
X40R9,E83.5,275.5
X40RQ,E87.6,276.14
X40RT,E83.4,275.3
X40RU,E83.4,275.3
X40Rz,E70.3,270.1
X40S2,E70.3,270.1
X40SY,E72.1,270.11
X40Sm,E72.0,270.1
X40TK,E88.8,277.5
X40TK,E88.8,277
X40Th,E73.0,271.3
X40U0,E74.4,271.9
X40U2,E74.4,271.9
X40UF,E74.4,271.9
X40UW,M10.0,274.11
X40Uj,D81.3,277.2
X40Ul,D81.5,277.2
X40Uu,E78.9,272.9
X40VF,E75.2,331
X40VJ,E75.2,331
X40Vd,E78.0,272.11
X40Vg,E78.4,272.1
X40Vh,E78.6,277.51
X40Vm,E78.4,272.1
X40Vn,E78.2,272.13
X40Vo,E78.1,272.12
X40Vp,E78.3,272.14
X40W8,E77.9,277.51
X40WR,E80.0,277.1
X40Wc,K83.1,575.2
X40Ww,E75.5,277.5
X40Wx,E78.9,272.9
X40Wy,E78.5,272.1
X40Wz,E78.0,272.11
X40X0,E78.0,272.11
X40X1,E78.0,272.11
X40X2,E78.0,272.11
X40X6,E78.8,277.5
X40X7,E78.1,272.12
X40X9,E78.1,272.12
X40XD,E78.3,272.14
X40XH,E78.1,272.12
X40XI,E78.4,272.1
X40XO,E78.4,272.1
X40XP,E78.8,277.5
X40Xh,E63.9,263
X40Xj,E46,260
X40Xl,R64,260.1
X40Xu,E87.1,276.12
X40Xv,E87.6,276.14
X40Xx,E58,262
X40Xy,E61.2,262
X40Y2,E61.0,262
X40Y4,E61.1,262
X40Y7,E59,262
X40Y9,E60,262
X40YA,E56.9,261
X40YB,E53.9,261.2
X40YL,E66.9,278.1
X40YO,E66.9,278.1
X40YP,E65,278.3
X40YQ,E66.8,278.1
X40YR,E66.2,513.3
X40YT,E66.9,278.1
X40YX,E87.0,276.11
X40YY,E87.5,276.13
X40Yc,E83.1,275.1
X40Yf,E88.8,277.5
X40Yf,E88.8,277
X40Yg,E88.0,277
X40Yl,A41.9,994.2
X40Yl,A41.9,038
X40Z3,E88.8,277.5
X40Z3,E88.8,277
X5001,L29.2,698
X5002,L08.9,686
X5006,B09,079
X500A,L98.9,689
X500J,L08.9,686
X500K,L01.0,686.2
X500M,L01.0,686.2
X500N,L01.1,686.2
X500O,L73.9,704
X500P,L73.9,704
X500S,T81.4,080
X500T,T81.4,080
X500U,L02.9,686.1
X500V,L02.1,686.1
X500W,L02.8,686.1
X500X,L02.4,686.1
X500Y,L02.4,686.1
X500Z,L02.8,686.1
X500b,L03.0,681.1
X500f,L02.9,686.1
X500g,L02.9,686.1
X500r,L73.8,704.8
X500s,L73.8,704.8
X500w,L66.2,704.1
X500x,L73.0,706.1
X500y,L73.8,704.8
X500z,L03.9,681
X5010,L03.8,681
X5011,L03.1,681.5
X5011,L03.1,681.6
X5011,L03.1,681.3
X5012,L03.1,681.5
X5012,L03.1,681.6
X5012,L03.1,681.3
X5018,A48.0,041
X501E,L03.1,681.5
X501E,L03.1,681.6
X501E,L03.1,681.3
X501G,L03.9,681
X501H,L03.8,681
X501I,L04.0,289.4
X501O,L03.0,681.1
X501Q,L08.9,686
X501R,L30.4,695.8
X501c,L08.1,686
X501d,A42.8,041
X501x,L08.9,686
X502H,T88.1,1011
X502P,L08.9,686
X502Q,L73.8,704.8
X502R,B35.9,110.1
X502o,B36.9,110.1
X502p,B35.9,110.1
X502t,B88.9,132
X502u,B83.9,134
X503V,L30.8,939
X503W,L98.1,695.8
X503X,L57.8,938.2
X503Z,L84,700
X503d,L57.0,702.1
X503g,L84,700
X503l,L30.4,695.8
X503s,R23.3,287.1
X503u,L81.8,694.2
X503y,S20.1,1009
X503y,S20.1,915
X503z,S90.9,915
X504A,L94.8,701
X504B,L73.1,704.8
X504C,L73.8,704.8
X504D,L73.1,704.8
X504Q,T69.8,1014
X504T,T30.0,1000
X504W,T69.1,1014
X504b,L59.0,938
X504e,L56.9,938
X504f,L55.0,938.1
X504i,L57.8,938.2
X504k,L57.8,938.2
X504l,L57.8,938.2
X504m,L70.0,706.1
X504o,L81.4,694.2
X504r,L56.8,938
X504s,L56.0,938.1
X504t,L56.8,938
X504v,L56.8,938
X504x,L56.4,938
X5050,L56.3,938.1
X5051,L57.8,938.2
X5053,L56.9,938
X5054,L73.8,704.8
X505A,L30.4,695.8
X505E,L98.4,707
X505F,L98.4,707
X505K,L30.9,939
X505L,L30.9,939
X505M,L30.8,939
X505N,L20.9,939
X505P,L20.8,939
X505Q,L20.8,939
X505R,L20.9,939
X505T,L20.8,939
X505U,L20.8,939
X505V,L30.8,939
X505W,L30.1,705.1
X505X,L30.8,939
X505Y,L30.8,939
X505Z,L30.8,939
X505b,L30.8,939
X505c,L30.8,939
X505d,L30.8,939
X505e,L30.8,939
X505f,L30.8,939
X505g,L30.1,705.1
X505i,L30.8,939
X505j,L30.0,939
X505k,L30.8,939
X505l,L30.8,939
X505o,L21.9,690.1
X505p,L21.9,690.1
X505s,L24.1,939
X505t,L23.1,939
X505v,L24.1,939
X505w,L25.0,939
X505x,L23.9,939
X505y,L23.0,939
X505z,L23.8,939
X5061,L56.2,938.1
X5062,L25.9,939
X5063,L24.9,939
X5064,L24.9,939
X5066,L24.9,939
X5068,L24.8,939
X506B,L50.6,947
X506C,L20.8,939
X506E,L28.2,695.7
X506F,L28.2,695.7
X506I,L98.8,689
X506K,I83.1,454.11
X506L,L30.8,939
X506N,L98.8,689
X506O,L30.3,690
X506P,L30.8,939
X506Q,L85.0,701.1
X506S,L85.3,706.8
X506T,L53.9,695.9
X506U,L30.9,939
X506X,R21,687.1
X506Y,L40.9,696.41
X506Y,L40.9,696.4
X506Z,L40.8,696.41
X506a,L40.9,696.41
X506a,L40.9,696.4
X506b,L40.8,696.41
X506c,L40.9,696.41
X506c,L40.9,696.4
X506d,L40.8,696.41
X506e,L40.9,696.41
X506e,L40.9,696.4
X506f,L40.9,696.41
X506f,L40.9,696.4
X506g,L40.9,696.41
X506g,L40.9,696.4
X506h,L40.9,696.41
X506h,L40.9,696.4
X506i,L40.9,696.41
X506i,L40.9,696.4
X506k,L40.8,696.41
X506l,L40.1,695.21
X506l,L40.1,696.41
X506m,L40.3,696.41
X5071,L85.9,701
X5072,L85.9,701
X5073,Q82.8,691
X5074,L85.8,701
X507A,L57.8,938.2
X507C,L87.0,701.1
X507E,Q82.8,691
X507F,Q82.8,691
X507I,Q82.8,691
X507J,Q82.8,691
X507K,Q82.8,691
X507Q,L85.0,701.1
X507R,L44.8,689
X507T,L11.0,701.1
X507U,L11.1,702
X507a,L43.8,695.7
X507b,L66.1,695.7
X507d,L43.9,695.7
X507e,L43.9,695.7
X507h,L43.9,695.7
X507i,L43.9,695.7
X507l,L43.9,695.7
X507q,L43.8,695.7
X507r,L43.8,695.7
X507t,L43.9,695.7
X507u,L43.9,695.7
X507v,L43.8,695.7
X507w,L43.9,695.7
X507y,L43.8,695.7
X507z,L43.9,695.7
X5080,L43.9,695.7
X5081,L28.0,695.7
X5082,L23.8,939
X5084,L92.9,701.5
X5085,L92.1,702.4
X5087,L92.1,702.4
X5089,D86.3,697
X508A,D86.9,697
X508N,L50.8,947
X508P,L50.2,947
X508Q,L50.3,947
X508S,L50.8,947
X508a,T78.3,947
X508a,T78.3,946
X508c,L29.8,698
X508h,L81.0,694.2
X508y,L81.4,694.2
X5097,L60.3,703
X509A,L60.3,703
X509B,L60.4,703
X509C,L60.8,703
X509E,L60.8,703
X509H,L03.0,681.1
X509S,Q84.1,757
X509c,L65.9,704.1
X509d,L64.9,704.1
X509h,L63.1,704.1
X509i,L66.9,704.1
X509k,L66.0,704.1
X509m,L13.8,695.2
X509q,L65.0,704.12
X50A0,L73.9,704
X50A2,Q84.1,757
X50A3,L73.0,706.1
X50A4,L70.9,706.1
X50A5,L70.0,706.1
X50A6,L70.8,706.1
X50A7,L70.8,706.1
X50AA,L70.5,706.1
X50AC,L73.0,706.1
X50AF,L70.0,706.1
X50AG,L73.8,704.8
X50AH,L72.0,706.2
X50AJ,L71.8,695.3
X50AK,L71.0,695.3
X50AL,A18.4,010
X50AM,L75.9,705
X50AS,L74.4,705
X50AV,R61.0,705.8
X50AW,G50.8,352.1
X50Aa,I83.1,454.11
X50Ac,I78.1,217.1
X50Ad,L95.0,694.3
X50Af,I78.0,448
X50Ak,I78.1,217.1
X50Ao,I99,459.9
X50Ar,R23.1,782.6
X50B0,I87.8,459.9
X50B3,D69.0,287.2
X50B4,I78.8,448
X50B5,I78.8,448
X50B6,L81.7,694.2
X50B7,I78.8,448
X50B8,L81.7,694.2
X50B9,I78.8,448
X50BB,D69.2,287
X50BC,L95.8,694.3
X50BE,L95.1,695.8
X50BF,L92.2,701
X50BI,L95.8,694.3
X50BK,L95.8,694.3
X50BV,I87.1,459
X50BW,L98.4,707
X50BX,L97,707
X50Ba,L97,707
X50Bd,I83.0,454.11
X50Be,I73.9,443.9
X50Bf,I73.9,443.9
X50Bg,I73.9,443.9
X50Bi,L97,707
X50Bj,L97,707
X50Bk,I73.9,443.9
X50Bo,D18.1,228
X50Bq,I89.0,450
X50Bw,I89.0,450
X50By,I89.8,450
X50C0,R23.2,782.6
X50C1,I99,459.9
X50C2,L53.0,695.1
X50C5,L27.0,939
X50C5,L27.0,687.1
X50C5,L27.0,1010
X50C6,L27.0,939
X50C6,L27.0,687.1
X50C6,L27.0,1010
X50C8,L53.0,695.1
X50CA,L53.1,695.1
X50CE,L51.1,695.1
X50CG,L98.9,689
X50CH,L90.9,701
X50CN,S60.9,915
X50CO,Q82.8,691
X50CW,L57.4,701
X50Cd,L90.1,701
X50Ch,L81.6,694.2
X50Co,L57.3,694.2
X50D6,L90.5,701.2
X50D8,M72.0,728.71
X50De,L87.1,701
X50Dl,M62.8,772
X50Dn,L98.9,689
X50E0,M79.8,729
X50E0,M79.8,771.1
X50E3,T78.8,949
X50E5,M79.4,729.3
X50E6,E88.2,277.5
X50E7,L91.8,701
X50EG,E88.2,277.5
X50EH,E88.2,277.5
X50EO,L98.8,689
X50EU,L98.8,689
X50EW,L98.8,689
X50Ec,L98.8,689
X50Ed,L98.8,689
X50Ee,L98.8,689
X50Eg,D29.0,222
X50Ei,L98.8,689
X50Em,N76.8,614.5
X50En,L98.8,689
X50Ep,L44.8,689
X50Eq,L91.8,701
X50Es,L70.2,706.1
X50Et,L94.8,701
X50Ex,L93.0,695.41
X50F8,L94.8,701
X50FB,L98.3,681
X50FC,N48.0,604
X50FE,N90.4,624.1
X50FF,L90.0,702.1
X50FJ,M33.1,709.5
X50FO,L12.8,695.22
X50FS,L13.8,695.2
X50FU,L13.8,695.2
X50FW,L12.3,695.1
X50FY,L98.5,701
X50Fa,L98.5,701
X50Fb,L98.5,701
X50Fj,E75.5,277.5
X50Fm,E78.2,272.13
X50Fn,E75.5,277.5
X50Fo,E75.5,277.5
X50Fp,E78.2,272.13
X50Fw,M89.9,743.9
X50Fx,L98.1,695.8
X50G3,F40.2,300.13
X50G7,F45.8,303.3
X50GA,R20.8,687.4
X50GB,R20.8,687.4
X50GC,R10.2,785
X50GD,L29.3,698
X50GF,F22.8,295.2
X50GM,L98.8,689
X50GY,L27.0,939
X50GY,L27.0,687.1
X50GY,L27.0,1010
X50Gb,T56.1,985
X50Ge,L27.0,939
X50Ge,L27.0,687.1
X50Ge,L27.0,1010
X50Gf,L27.1,939
X50Gg,L43.2,695.7
X50Gj,L27.0,939
X50Gj,L27.0,687.1
X50Gj,L27.0,1010
X50Gk,L27.0,939
X50Gk,L27.0,687.1
X50Gk,L27.0,1010
X50Gm,L27.0,939
X50Gm,L27.0,687.1
X50Gm,L27.0,1010
X50Gp,L27.0,939
X50Gp,L27.0,687.1
X50Gp,L27.0,1010
X50Gr,L27.0,939
X50Gr,L27.0,687.1
X50Gr,L27.0,1010
X50Gt,L27.0,939
X50Gt,L27.0,687.1
X50Gt,L27.0,1010
X50Gy,E80.2,277.1
X50H3,Q85.8,759
X50I3,Q84.8,757
X50IH,Q89.8,759
X50IV,Q82.8,691
X50IW,Q82.8,691
X50Ia,Q82.8,691
X50JA,L08.9,686
X50JH,O26.8,646
X50JI,O26.8,646
X50JJ,O26.8,646
X50JN,Q85.9,759
X50JO,D23.9,216
X50JR,Q82.5,217
X50JV,Q85.8,759
X50Jf,D23.9,216
X50Jn,D23.9,216
X50Jq,L81.9,694.2
X50Js,L81.4,694.2
X50K1,L81.4,694.2
X50K2,L81.4,694.2
X50K5,Q85.8,759
X50Ke,L05.9,686.3
X50Ki,Q82.8,691
X50Kn,T81.3,1015
X50Kv,T79.3,958
X50L2,T88.8,1011
X50L5,L90.5,701.2
X50L7,L81.9,694.2
X50L9,T81.8,1011
X50LA,T81.8,1011
X50LC,T81.8,1011
X50LE,T85.9,859
X50LK,T85.7,081
X50LQ,T81.8,1011
X7001,M24.2,728.2
X7002,M62.9,359.2
X7003,M25.8,741
X7003,M25.8,716.9
X7004,M13.9,716.9
X7004,M13.9,740.9
X7005,M13.9,716.9
X7005,M13.9,740.9
X7006,M13.9,716.9
X7006,M13.9,740.9
X7007,M13.9,716.9
X7007,M13.9,740.9
X7008,M13.9,716.9
X7008,M13.9,740.9
X7009,M13.9,716.9
X7009,M13.9,740.9
X700A,M13.1,716.2
X700B,M25.9,716.9
X700C,M23.8,835
X700D,M23.3,835
X700E,S83.2,830
X700H,M23.0,835
X700J,S83.5,1009
X700K,S83.5,1009
X700L,S83.5,1009
X700M,S83.5,1009
X700N,S83.5,1009
X700O,S83.4,1009
X700Q,S83.5,1009
X700R,M22.9,835
X700S,M25.5,745
X700V,M24.5,739
X700X,M24.5,739
X700Z,M24.5,739
X700c,M24.5,739
X700d,M24.5,739
X700f,M25.3,742.9
X700r,M24.3,742.9
X700u,M24.3,742.9
X700y,M24.0,742.1
X7013,M24.0,742.1
X701A,M25.4,741.4
X701F,M24.7,742
X701G,T14.9,1009
X701H,M00.9,711.1
X701I,M00.9,711.1
X701J,M00.9,711.1
X701K,M00.9,711.1
X701L,M00.9,711.1
X701U,M02.9,713
X701W,M02.9,713
X701h,M05.9,714.1
X701i,M06.0,714.1
X701l,M05.2,446.3
X701l,M05.2,714.1
X701n,M08.9,714.2
X701q,M08.3,714.2
X701t,M08.9,714.2
X701x,M08.1,715.2
X701y,M08.9,714.2
X7020,M08.8,714.2
X702E,M13.9,716.9
X702E,M13.9,740.9
X702F,M65.9,727.1
X702G,M65.9,727.1
X702H,M65.9,727.1
X702I,M06.4,714
X702J,M13.9,716.9
X702J,M13.9,740.9
X702K,M13.1,716.2
X702L,M13.8,716
X702Z,M13.8,716
X702a,M77.9,726.1
X702b,M11.8,274.2
X702c,M11.2,274.21
X702d,M11.8,274.2
X702e,M11.8,274.2
X702f,M11.8,274.2
X702h,M11.2,274.21
X702m,M10.9,274.1
X702o,M10.4,274.1
X702q,M10.2,274.11
X702t,M10.0,274.11
X702u,M10.0,274.11
X702z,M19.9,716.9
X7030,M19.9,716.9
X7031,M19.9,716.9
X7034,M19.9,716.9
X7035,M19.9,716.9
X7038,M19.9,716.9
X7039,M47.9,721
X703A,M47.9,721
X703B,M19.9,716.9
X703C,M19.9,716.9
X703D,M19.9,716.9
X703E,M18.9,740.1
X703F,M18.9,740.1
X703G,M19.9,716.9
X703H,M19.9,716.9
X703I,M19.9,716.9
X703J,M19.9,716.9
X703K,M16.9,740.1
X703L,M17.9,716.9
X703L,M17.9,716.2
X703M,M19.9,716.9
X703N,M19.9,716.9
X703O,M19.9,716.9
X703P,M19.9,716.9
X703Q,M19.2,740.12
X703j,M47.8,721.1
X703k,M47.8,721.1
X7041,M19.9,716.9
X704c,M32.8,695.42
X704d,L93.2,695.41
X704h,L93.1,695.41
X704j,D68.8,286.7
X7050,M20.0,736.2
X7051,M34.1,709.3
X7053,L94.0,701.3
X7056,M35.4,772
X705A,M35.0,709.2
X705D,M35.0,709.2
X705G,M35.1,709.6
X705H,M35.1,709.6
X705I,M06.1,714.1
X705K,M35.2,711.3
X705L,M35.6,729.3
X705R,M30.8,446.6
X705S,M31.8,447
X705U,M30.0,446.6
